project,date,arr. time,dep. time,sch. dur.,cancelled,cancelled on time,cancelled on
2022-0005,05/09/25,930,1100,105,FALSE,,-
20240100H,05/12/25,900,1900,480,FALSE,,-
20240100H,05/13/25,1000,1045,60,FALSE,,-
20240100H,05/16/25,850,1900,480,FALSE,,-
20240100H,05/17/25,954,1050,60,FALSE,,-
2024-663,05/19/25,1130,1245,60,FALSE,,-
2022-0005,05/23/25,930,1115,105,FALSE,,-
2022-0005,05/29/25,745,924,105,FALSE,,-
2022-0005,05/30/25,930,1100,105,FALSE,,-
